user_id,isbn,rating
11676,0002005018,6.984942531585693
116866,0002005018,7.3366910934448235
152827,0060973129,8.295109272003174
157969,0374157065,7.414662075042724
67958,0399135782,8.348511600494385
213191,0399135782,6.903906965255738
245827,0399135782,5.456896018981933
11676,0671870432,5.837945985794067
263256,1558746218,7.806562709808349
226745,1881320189,7.5747387409210205
7352,0440234743,4.574278879165649
12923,0440234743,6.851610326766967
13552,0440234743,7.125199031829833
21264,0440234743,6.34277286529541
31299,0440234743,7.335002183914185
64535,0440234743,5.417683982849121
70666,0440234743,4.565453577041626
75819,0440234743,6.8384716510772705
79740,0440234743,3.6429878234863278
85534,0440234743,7.698655796051025
100393,0440234743,3.51365213394165
108143,0440234743,7.9515664100646966
116127,0440234743,6.680187511444092
122251,0440234743,6.624954175949096
128463,0440234743,6.790748500823974
131703,0440234743,7.257741260528564
132144,0440234743,6.923354530334472
134863,0440234743,6.650945949554443
136707,0440234743,6.866957759857177
143939,0440234743,6.632319116592407
144062,0440234743,8.195104312896728
150400,0440234743,6.8747066974639885
154730,0440234743,5.527827548980713
165884,0440234743,4.638397264480591
187533,0440234743,7.431884241104126
187944,0440234743,6.354162216186523
217516,0440234743,5.0301939964294435
227392,0440234743,7.1036893844604485
240567,0440234743,6.766644477844238
245616,0440234743,3.562349987030029
250101,0440234743,7.610804557800293
258884,0440234743,5.749557113647461
259223,0440234743,6.647550344467163
273979,0440234743,6.022779035568237
6242,0452264464,4.838767623901367
8570,0452264464,7.685205793380737
11104,0452264464,7.993940830230712
11676,0452264464,6.844524049758911
36197,0452264464,7.315580892562866
36907,0452264464,7.882957029342651
80837,0452264464,6.469288492202758
102359,0452264464,8.503223228454589
144803,0452264464,7.698167896270752
165319,0452264464,5.387798881530761
174633,0452264464,8.496825408935546
221232,0452264464,8.071940326690672
252627,0452264464,8.247826290130615
271135,0452264464,7.531921243667602
271144,0452264464,5.404421520233154
11676,0609804618,6.667494773864745
79089,0609804618,6.548427677154541
271622,0609804618,7.453969526290893
141518,1841721522,8.334911155700683
157118,1841721522,9.155578231811523
14,0689821166,4.5234733581542965
4784,0971880107,3.608221435546875
8453,0971880107,2.362523055076599
11554,0971880107,2.8310144662857053
12264,0971880107,2.4204867124557494
13088,0971880107,3.085394525527954
13221,0971880107,2.578601312637329
14049,0971880107,3.2963045597076412
14461,0971880107,3.7168582916259765
20147,0971880107,2.837019681930542
21404,0971880107,3.4438513278961183
24664,0971880107,1.570646572113037
28091,0971880107,2.814432168006897
28735,0971880107,2.55785698890686
32329,0971880107,3.3676167011260985
33535,0971880107,2.6977056741714476
37538,0971880107,3.9201264381408687
40841,0971880107,1.6066885232925414
41596,0971880107,2.885245037078857
45666,0971880107,2.173192620277405
46398,0971880107,2.979220056533813
49954,0971880107,2.736322855949402
51803,0971880107,2.4045418739318847
55894,0971880107,2.4436219930648804
59994,0971880107,3.04869909286499
60633,0971880107,2.5001632690429685
61028,0971880107,4.016493606567383
64819,0971880107,2.0697141170501707
65145,0971880107,2.6908106803894043
65370,0971880107,2.5365231037139893
67636,0971880107,2.721810817718506
67704,0971880107,2.4488741159439087
69378,0971880107,3.4262974739074705
70153,0971880107,3.447809553146362
71162,0971880107,3.752459096908569
71464,0971880107,2.239154744148254
72030,0971880107,2.2263748407363892
74910,0971880107,3.549179887771606
79738,0971880107,2.489247703552246
83469,0971880107,2.2192712783813477
84682,0971880107,2.626289224624634
89867,0971880107,2.275111865997314
91254,0971880107,3.2299128293991086
92727,0971880107,3.233945608139038
98655,0971880107,3.3067124843597413
104268,0971880107,3.2389999389648434
111433,0971880107,3.1443676471710207
114434,0971880107,2.4696226119995117
121070,0971880107,2.9585811376571653
127619,0971880107,2.60440993309021
128447,0971880107,1.9744461059570313
130915,0971880107,3.5628453254699703
133645,0971880107,2.7528665542602537
136139,0971880107,3.234291362762451
136237,0971880107,2.603016352653503
141842,0971880107,3.7305194616317743
142600,0971880107,2.84270544052124
144133,0971880107,2.7404902458190916
148191,0971880107,2.930329370498657
150657,0971880107,2.331446874141693
157783,0971880107,2.1714507818222044
159720,0971880107,2.099747848510742
160241,0971880107,2.078953230381012
161726,0971880107,2.8148178100585937
171506,0971880107,3.4853108406066893
172406,0971880107,3.1558644771575928
173190,0971880107,2.169577646255493
173315,0971880107,2.405411219596863
174657,0971880107,3.275728559494018
175254,0971880107,2.767541408538818
178072,0971880107,2.919614744186401
179791,0971880107,3.4788827419281003
180149,0971880107,1.314569520950317
180447,0971880107,2.5669179916381832
180795,0971880107,2.46036159992218
181316,0971880107,3.6051455736160274
190885,0971880107,2.1254741430282595
191214,0971880107,2.4456020832061767
197550,0971880107,3.45795259475708
198045,0971880107,2.6443304538726804
201521,0971880107,2.9709887504577637
204652,0971880107,2.2153446197509767
208478,0971880107,1.578619337081909
209486,0971880107,3.9103261947631833
210695,0971880107,2.738901162147522
216262,0971880107,2.436132907867431
216397,0971880107,3.76693902015686
219132,0971880107,2.7412770986557007
219949,0971880107,3.085774064064026
225832,0971880107,2.606383800506592
230436,0971880107,2.2362727165222163
233451,0971880107,3.1894600868225096
233857,0971880107,2.796813631057739
233871,0971880107,2.990793824195862
234784,0971880107,2.6781779050827024
234925,0971880107,4.952562236785888
235506,0971880107,3.383287477493286
235698,0971880107,2.77079496383667
237283,0971880107,2.3680254936218263
239847,0971880107,2.595396304130554
240541,0971880107,3.412143874168396
242639,0971880107,3.5025309085845944
245829,0971880107,2.5787121772766115
246344,0971880107,2.717847681045532
248566,0971880107,2.229026627540588
249827,0971880107,3.682377004623413
254589,0971880107,1.6440655708312988
258675,0971880107,2.690083646774292
260897,0971880107,3.0603329420089724
261015,0971880107,2.962173509597778
