user_id,isbn,rating
11676,0002005018,7.641479969024658
116866,0002005018,9.23244571685791
152827,0060973129,8.867621421813965
157969,0374157065,8.67798137664795
67958,0399135782,9.073978424072266
213191,0399135782,7.804340362548828
245827,0399135782,6.001424789428711
11676,0671870432,6.0664544105529785
263256,1558746218,5.431909561157227
226745,1881320189,7.671102523803711
7352,0440234743,6.435772895812988
12923,0440234743,6.352411270141602
13552,0440234743,7.410719871520996
21264,0440234743,5.319207191467285
31299,0440234743,7.6691813468933105
64535,0440234743,6.199499130249023
70666,0440234743,6.018449783325195
75819,0440234743,7.496984481811523
79740,0440234743,4.895143508911133
85534,0440234743,7.1781110763549805
100393,0440234743,3.9794838428497314
108143,0440234743,7.510464191436768
116127,0440234743,6.2752227783203125
122251,0440234743,6.317966461181641
128463,0440234743,6.284010887145996
131703,0440234743,6.1824259757995605
132144,0440234743,6.25995397567749
134863,0440234743,6.41703987121582
136707,0440234743,6.199062347412109
143939,0440234743,6.795125484466553
144062,0440234743,8.971131324768066
150400,0440234743,6.260629653930664
154730,0440234743,4.490773677825928
165884,0440234743,4.9194254875183105
187533,0440234743,7.1417975425720215
187944,0440234743,6.2845072746276855
217516,0440234743,6.4738383293151855
227392,0440234743,5.694558143615723
240567,0440234743,6.486969947814941
245616,0440234743,4.285822868347168
250101,0440234743,8.202067375183105
258884,0440234743,6.340278148651123
259223,0440234743,7.353966236114502
273979,0440234743,6.518575668334961
6242,0452264464,5.905557632446289
8570,0452264464,8.13277816772461
11104,0452264464,8.006754875183105
11676,0452264464,7.683957099914551
36197,0452264464,7.236705780029297
36907,0452264464,9.029842376708984
80837,0452264464,8.090641975402832
102359,0452264464,9.921579360961914
144803,0452264464,7.106448173522949
165319,0452264464,6.669457912445068
174633,0452264464,10.09402847290039
221232,0452264464,9.040742874145508
252627,0452264464,9.93193531036377
271135,0452264464,7.077576160430908
271144,0452264464,6.584869861602783
11676,0609804618,8.518479347229004
79089,0609804618,7.914670944213867
271622,0609804618,8.90335750579834
141518,1841721522,7.932919502258301
157118,1841721522,10.02800464630127
14,0689821166,3.7512354850769043
4784,0971880107,4.420039653778076
8453,0971880107,2.950328826904297
11554,0971880107,2.599142551422119
12264,0971880107,3.0236973762512207
13088,0971880107,2.9872946739196777
13221,0971880107,2.891204833984375
14049,0971880107,3.3866055011749268
14461,0971880107,3.9319615364074707
20147,0971880107,3.3407373428344727
21404,0971880107,3.2890243530273438
